at,dvc,DD,E,NegE,AC,current_ratio,debt_to_equity,roe,asset_turnover,tic,cik,fyear,mrk_eq,E_1,csho,sentiment
36.458,0,0,-7.203,1,-4.113,11.50225317,0.288951741,-0.254657946,0.030583137,CGEN,1119774,2010,110286270,-10.704,33.916,NoSentiment
29.081,0,0,-10.704,1,-4.468,13.47920328,0.48516419,-0.613043256,0,CGEN,1119774,2011,138673360,-13.628,34.708,NoSentiment
28.909,0,0,-13.628,1,0.168,18.47615607,0.635864645,-0.771163422,0.008371096,CGEN,1119774,2012,138732260,-14.083,36.59,NoSentiment
56.711,0,0,-14.083,1,-5.684,6.876340612,0.778443302,-0.441639488,0.062580452,CGEN,1119774,2013,206220540,-10.302,41.002,NoSentiment
114.986,0,0,-10.302,1,-0.381,11.39748065,0.083587772,-0.104545969,0.107552224,CGEN,1119774,2014,435682370,-20.163,50.254,NoSentiment
99.307,0,0,-20.163,1,6.923,13.27677269,0.104675351,-0.224290021,0.093417382,CGEN,1119774,2015,349720480,-31.506,50.572,NoSentiment
71.139,0,0,-31.506,1,-7.369,13.22362869,0.119964105,-0.496009068,0.010008575,CGEN,1119774,2016,327726000,-37.066,51.132,NoSentiment
38.746,0,0,-37.066,1,-3.459,5.033742331,0.322524491,-1.265180735,0,CGEN,1119774,2017,194301600,-22.599,51.293,NoSentiment
53.18,0,0,-22.599,1,-5.027,4.662929222,0.427919341,-0.606798593,0.334712298,CGEN,1119774,2018,188502600,-27.337,59.85,NoSentiment
14478.042,953.192,1,1431.331,0,-1932.03,0.987785649,2.411617611,0.325333013,0.780025089,MBT,1115837,2010,38192126160,1443.944,958.435,NoSentiment
15318.229,1026.747,1,1443.944,0,-2300.028,1.076528928,3.195365885,0.395468262,0.80418487,MBT,1115837,2011,39303194280,2036.445,994.458,NoSentiment
14979.848,881.945,1,2036.445,0,-2410.399,0.814441121,2.9124746,0.263084984,0.830158958,MBT,1115837,2012,35542320800,2322.755,994.46,NoSentiment
14818.192,1203.068,1,2322.755,0,-1752.056,1.145432298,2.053897564,0.50217931,0.820645326,MBT,1115837,2013,39137881160,889.503,994.416,NoSentiment
10784.097,873.546,1,889.503,0,-1410.639,1.106847244,2.399604749,0.289319398,0.674560327,MBT,1115837,2014,40791012360,747.79,994.456,NoSentiment
8931.677,684.334,1,747.79,0,-1293.274,1.007010002,2.880584298,0.293928395,0.660003827,MBT,1115837,2015,20209528920,854.13,994.446,NoSentiment
9010.979,856.264,1,854.13,0,-1234.401,0.713426691,2.782408381,0.336746785,0.80021294,MBT,1115837,2016,17109907920,973.45,993.45,NoSentiment
9572.086,879.287,1,973.45,0,-1594.249,0.932093519,3.436777645,0.45120585,0.803729198,MBT,1115837,2017,16746441160,911.315,956.021,NoSentiment
13190.675,704.482,1,911.315,0,-2970.772,0.910187398,10.80935801,0.08828722,0.524341324,MBT,1115837,2018,17645713060,855.683,915.371,NoSentiment
4525,0,0,102.3,0,507.922,1.297786512,2.635706251,0.055921581,0.401104972,KAR,1395942,2010,1664964890,139.1,135.494,Negative
4779.1,0,0,139.1,0,-94.9,1.147968567,2.557995831,0.053752233,0.394697746,KAR,1395942,2011,2574917970,93.1,136.271,Negative
4922.3,26,1,93.1,0,-26.8,1.22884451,2.409503359,0.063725151,0.398878573,KAR,1395942,2012,2344630050,73.1,136.658,Negative
5127.2,113.3,1,73.1,0,-172.2,1.248780148,2.460116075,0.045687677,0.42387658,KAR,1395942,2013,3149564920,199.6,139.028,Negative
5351.5,143.4,1,199.6,0,52.5,1.304476298,2.459052421,0.109430547,0.441838737,KAR,1395942,2014,4455394130,214.6,141.316,Negative
5791.8,150.9,1,214.6,0,-6.4,1.098827546,3.178486401,0.154822884,0.455747781,KAR,1395942,2015,5301898800,236.4,137.795,Negative
6557.6,163.6,1,236.4,0,54.4,1.216788009,3.693050884,0.159164102,0.480373917,KAR,1395942,2016,5732613340,374.7,136.639,Uncertainty
6984.3,178.2,1,374.7,0,-180.9,1.313159216,3.703549061,0.24378746,0.495110462,KAR,1395942,2017,5756185500,343.4,134.315,Negative
7206.2,187.8,1,343.4,0,-271.8,1.262648583,3.92159541,0.224013113,0.523105104,KAR,1395942,2018,7396027200,139.9,132.887,Uncertainty
6729.7,60.8,1,213.3,0,-26.6,1.481413939,1.80731687,-0.109961622,2.803468208,MAN,871763,2010,3535362500,274.7,81.76,Litigious
6899.7,65.1,1,274.7,0,137.6,1.326484504,1.778328099,0.101312716,3.189414032,MAN,871763,2011,4409761750,256.4,79.904,Litigious
7012.6,67.8,1,256.4,0,-139.2,1.37621016,1.804142674,0.079014715,2.948692354,MAN,871763,2012,2939000150,377.4,76.647,Litigious
7288.3,72,1,377.4,0,-105.8,1.493902439,1.500960813,0.098826436,2.778494299,MAN,871763,2013,4226778800,448.6,79.356,Negative
7182.5,77.3,1,448.6,0,-110.3,1.491731863,1.440536867,0.145293918,2.890748347,MAN,871763,2014,6756011550,439,78.115,Negative
7517.5,121,1,439,0,-127.8,1.475659229,1.792014856,0.155691736,2.571320253,MAN,871763,2015,6991661120,429.3,73.038,Negative
7574.2,118.4,1,429.3,0,-125.1,1.402891658,2.096059516,0.181368542,2.594874706,MAN,871763,2016,4599859620,579.9,66.969,Negative
8883.6,123.7,1,579.9,0,141.4,1.282887078,2.108762598,0.190859462,2.367767572,MAN,871763,2017,7489370350,590.1,66.077,Negative
8519.8,127.3,1,590.1,0,52.4,1.436121555,2.157235501,0.206299796,2.581187352,MAN,871763,2018,5665243740,460.9,60.752,Negative
1923.056,0,0,22.585,0,-105.553,2.264294122,0.66568155,0.051944711,0.608027535,CENX,949157,2010,818187800,9.325,92.772,Negative
1811.094,0,0,9.325,0,-8.203,2.525379464,0.744326418,0.010907494,0.748952843,CENX,949157,2011,1456921100,-43.51,88.844,Negative
1776.326,0,0,-43.51,1,-57.889,2.682368027,0.807702289,-0.036239,0.716147261,CENX,949157,2012,648338500,-61.35,88.549,Negative
1810.196,0,0,-61.35,1,-43.861,1.901256443,0.805120003,-0.040199958,0.803400847,CENX,949157,2013,822170880,107.35,88.71,Negative
2014.035,0,0,107.35,0,-69.87,2.02224592,0.845796213,0.103097016,0.958792672,CENX,949157,2014,1392195840,-21.648,89.065,Negative
1752.468,0,0,-21.648,1,-55.646,2.677860853,0.7217012,-0.058268738,1.112634867,CENX,949157,2015,905407440,-73.365,87.038,Uncertainty
1540.327,0,0,-73.365,1,-128.672,2.459377093,1.035705837,-0.333593249,0.856372705,CENX,949157,2016,551089800,35.37,87.251,Negative
1581.641,0,0,35.37,0,-10.719,2.906165854,0.906411553,0.058555306,1.004703343,CENX,949157,2017,1359541960,-69.2,87.545,Negative
1537.5,0,0,-69.2,1,-30.999,2.259028087,1.01718709,-0.086853844,1.231349593,CENX,949157,2018,1379322000,-86.7,88.103,Negative
890.962,0,0,133.617,0,122.053,1.085849725,1.206345433,0.33088421,0.791594928,JKS,1481513,2010,843201600,50.683,23.77,NoSentiment
1457.983,0,0,50.683,0,117.696,0.816730748,2.158637827,0.094088642,0.804776873,JKS,1481513,2011,2527912920,-211.128,22.359,NoSentiment
1343.85,0,0,-211.128,1,-332.287,0.63887954,5.094226165,-1.122728015,0.572692637,JKS,1481513,2012,307656400,31.057,22.19,NoSentiment
1752.849,0,0,31.057,0,3.633,0.738239511,4.251494243,0.093046039,0.667108804,JKS,1481513,2013,802381360,108.472,27.013,NoSentiment
3076.369,0,0,108.472,0,-25.104,0.988972671,2.841806731,0.135461143,0.522774414,JKS,1481513,2014,3712478840,105.553,31.073,NoSentiment
4190.396,0,0,105.553,0,-150.138,0.957970784,3.554669345,0.114728778,0.592254527,JKS,1481513,2015,3671845200,142.686,31.368,NoSentiment
3757.834,0,0,142.686,0,641.224,1.072573336,3.03866673,0.282763224,0.820241927,JKS,1481513,2016,2557160120,21.78,31.683,NoSentiment
4401.335,0,0,21.78,0,-68.971,0.982238581,3.280950394,0.021184277,0.92445065,JKS,1481513,2017,2662150400,59.1,33.037,NoSentiment
5212.859,0,0,59.1,0,-318.64,0.946691708,3.240982685,0.048081499,0.698476786,JKS,1481513,2018,2124160200,129.062,39.216,NoSentiment
195.077,0,0,26.431,0,-8.216,3.196190808,0.649155881,0.223444276,2.128902946,KIRK,1056285,2010,334209375,17.915,19.911,Uncertainty
202.589,0,0,17.915,0,-9.908,3.005178007,0.721787833,0.162456868,2.123930717,KIRK,1056285,2011,239414360,13.795,18.361,Uncertainty
208.404,0,0,13.795,0,-8.627,2.972967965,0.768008484,0.117030753,2.151422238,KIRK,1056285,2012,204277500,14.53,17.078,Uncertainty
235.448,0,0,14.53,0,-16.386,2.911485935,0.741105828,0.107447367,1.956113452,KIRK,1056285,2013,294733500,17.814,17.304,Uncertainty
260.487,0,0,17.814,0,-19.639,2.916155455,0.72437145,0.11792509,1.948738325,KIRK,1056285,2014,321081950,16.573,17.128,Negative
238.585,25.951,1,16.573,0,-6.516,2.20369779,0.993274573,0.138460253,2.354745688,KIRK,1056285,2015,482011650,11.046,15.775,Uncertainty
270.146,0,0,11.046,0,-36.512,2.055856316,1.018832251,0.082548033,2.200025172,KIRK,1056285,2016,231753160,5.296,15.907,Negative
299.197,0,0,5.296,0,-42.839,1.829987621,1.125567451,0.037624058,2.119396251,KIRK,1056285,2017,163626760,3.78,15.977,Negative
277.148,0,0,3.78,0,-20.539,1.825147915,1.118868502,0.028899083,2.334748943,KIRK,1056285,2018,182573400,-53.265,14.505,Negative
5099,0,0,118,0,-270,2.084577114,1.858183857,0.005605381,1.198078055,DAN,26780,2010,1399730000,304,144.126,Negative
5305,0,0,304,0,-218,2.042196919,1.886289445,0.119151251,1.431102733,DAN,26780,2011,2676594600,349,147.319,Negative
5144,30,1,349,0,-275,2.254198473,1.640657084,0.154004107,1.404354588,DAN,26780,2012,1891793610,255,148.264,Negative
5129,30,1,255,0,-327,2.496056782,2.629865534,0.172682236,1.319750439,DAN,26780,2013,2828080620,492,145.338,Negative
4930,32,1,492,0,-336,2.34258525,3.177966102,0.270338983,1.342190669,DAN,26780,2014,3828005940,238,166.07,Negative
4326,37,1,238,0,-203,2.267644363,4.205776173,0.19133574,1.400832178,DAN,26780,2015,3357318300,768,150.068,Negative
4860,35,1,768,0,-275,1.822825219,2.913043478,0.515297907,1.198765432,DAN,26780,2016,1561665600,194,143.938,Negative
5644,35,1,194,0,19,1.693301998,3.861326443,0.095607235,1.277285613,DAN,26780,2017,3228002470,434,144.984,Negative
5918,58,1,434,0,-203,1.663995421,2.837872892,0.2769131,1.375971612,DAN,26780,2018,2937160440,565,144.663,Negative
42817,1093,1,1028,0,-1975,0.935388879,2.494124368,0.229149665,0.354929117,D,715957,2010,23091131960,1808,581,Litigious
45614,1146,1,1808,0,-858,0.779948291,2.878741497,0.119727891,0.315232166,D,715957,2011,27793769460,2359,570,Negative
46838,1225,1,2359,0,-1081,0.662115162,3.304172027,0.027752251,0.279537982,D,715957,2012,30860946000,1791,576,Uncertainty
50096,1319,1,1791,0,-896,0.849299399,3.210101689,0.142617027,0.261897157,D,715957,2013,32823550320,1836,581,Negative
54327,1411,1,1836,0,-1119,0.780077799,3.543530986,0.109559254,0.228910118,D,715957,2014,41624640000,2083,585,Negative
58797,1536,1,2083,0,-2845,0.516133005,3.322673136,0.139611822,0.198700614,D,715957,2015,39685539510,2220,596,Uncertainty
71610,1727,1,2220,0,-1622,0.523475046,3.252375297,0.126068884,0.16390169,D,715957,2016,48021868740,3025,628,Litigious
76585,1931,1,3025,0,-1687,0.449771689,2.953794528,0.154827052,0.164340276,D,715957,2017,48199197180,2314,645,Litigious
77914,2331,1,2314,0,-1800,0.674905192,2.533835269,0.110985123,0.17430757,D,715957,2018,44510017580,4437,681,Litigious
2283.063,0,0,237.014,0,-15.33,2.111627744,1.958929942,0.300871972,0.862077831,MTD,1037646,2010,3755791350,275.705,32.425,Uncertainty
2203.474,0,0,275.705,0,2.757,1.670694473,1.820854728,0.345000941,1.048039596,MTD,1037646,2011,5421559810,307.534,31.59,Uncertainty
2117.4,0,0,307.534,0,-5.237,1.537151865,1.559660743,0.351596131,1.105850571,MTD,1037646,2012,4901170800,326.324,30.41,Uncertainty
2152.819,0,0,326.324,0,-48.912,1.620004325,1.302352169,0.327355056,1.105049705,MTD,1037646,2013,6073423200,344.156,29.487,NoSentiment
2009.11,0,0,344.156,0,-118.273,1.251204172,1.792001056,0.470043566,1.237355346,MTD,1037646,2014,7397919600,363.968,28.243,NoSentiment
2018.485,0,0,363.968,0,-77.995,1.449799791,2.477406595,0.607831416,1.186754918,MTD,1037646,2015,9549953280,399.894,27.09,NoSentiment
2166.777,0,0,399.894,0,-97.514,1.526401879,3.981749333,0.883724994,1.157598128,MTD,1037646,2016,9764894280,387.05,26.02,Uncertainty
2549.805,0,0,387.05,0,-33.267,1.459710616,3.659050212,0.686982897,1.068729962,MTD,1037646,2017,15197279880,515.357,25.541,Uncertainty
2618.847,0,0,515.357,0,-87.954,1.42403538,3.438249814,0.86873944,1.120945974,MTD,1037646,2018,14693151590,576.869,24.922,Uncertainty
92.054,0,0,2.657,0,33.299,8.781859558,0.184507495,0.031615518,0.498359658,CPIX,1087294,2010,131205540,5.658,20.338,Uncertainty
95.518,0,0,5.658,0,0.485,13.22848485,0.153111607,0.068304461,0.535427877,CPIX,1087294,2011,117806000,6.527,20.021,Uncertainty
98.594,0,0,6.527,0,-2.87,10.82954687,0.152256737,0.068274782,0.495476398,CPIX,1087294,2012,127694820,-2.105,18.937,NoSentiment
87.614,0,0,-2.105,1,-3.199,9.101510734,0.104953841,-0.026547445,0.365546602,CPIX,1087294,2013,94259060,2.424,17.986,Uncertainty
95.405,0,0,2.424,0,-5.875,5.150556404,0.181442176,0.030017461,0.386793145,CPIX,1087294,2014,79942500,1.227,17.119,Negative
91.919,0,0,1.227,0,-2.673,5.407025459,0.196550378,0.009515751,0.364658014,CPIX,1087294,2015,120341650,-0.945,16.38,Negative
93.405,0,0,-0.945,1,-3.709,4.431111412,0.277403208,-0.012923784,0.353567796,CPIX,1087294,2016,73003500,-7.979,16.074,Negative
93.232,0,0,-7.979,1,-2.364,3.881604973,0.45852758,-0.124824004,0.441372061,CPIX,1087294,2017,112238000,-7.003,15.723,Negative
112.694,0,0,-7.003,1,-8.805,2.126168897,1.027928236,-0.125299167,0.361527677,CPIX,1087294,2018,96308430,-4.342,15.481,Negative
394.713,0,0,-106.317,1,-66.919,1.606262475,1.799978719,-0.762183443,0.421430254,AZPN,1897982,2010,1003687740,10.61,38.8227,NoSentiment
411.975,0,0,10.61,0,-59.811,1.46171297,1.610691812,0.064998764,0.480985497,AZPN,1897982,2011,1616861340,-15.809,39.57996,NoSentiment
368.335,0,0,-15.809,1,-40.053,1.335910157,2.242613916,-0.121557856,0.660089321,AZPN,1897982,2012,2166238100,45.257,39.25572,NoSentiment
382.748,0,0,45.257,0,-34.945,1.324374249,2.75618756,0.444189287,0.813556178,AZPN,1897982,2013,2697882110,85.768,39.34728,NoSentiment
407.972,0,0,85.768,0,-89.154,1.237062108,3.875615469,1.025180458,0.959509476,AZPN,1897982,2014,4272140800,118.407,38.49804,NoSentiment
315.361,0,0,118.407,0,-50.924,0.889241937,-7.496127384,-2.4390681,1.396497982,AZPN,1897982,2015,3889241200,145.414,35.49168,NoSentiment
419.738,0,0,145.414,0,-11.757,0.835191379,-6.593970733,-1.865167791,1.125330563,AZPN,1897982,2016,3294328080,166.2,33.67476,NoSentiment
247.942,0,0,166.2,0,-35.61,0.312869321,-1.950756181,-0.621955335,1.947802309,AZPN,1897982,2017,4116648960,151.098,30.83682,NoSentiment
264.924,0,0,151.098,0,-20.706,0.261174864,-1.932453408,-0.523337381,1.885499238,AZPN,1897982,2018,6623861760,264.172,29.89854,NoSentiment
13349,247,1,678,0,-1710,2.114029468,0.571025068,0.097681535,0.775039329,STM,932787,2010,7200623290,701,881.686,NoSentiment
12094,354,1,701,0,-1037,2.172051382,0.512506253,0.081290645,0.804944601,STM,932787,2011,9067125840,270,884.995,NoSentiment
10434,355,1,270,0,-1451,2.153424658,0.639534884,-0.181961031,0.813973548,STM,932787,2012,4953446400,-233,887.953,NoSentiment
9173,356,1,-233,1,-891,2.411941796,0.604512856,-0.087458457,0.881063992,STM,932787,2013,8185934400,194,890.607,NoSentiment
9008,353,1,194,0,-829,2.8601359,0.781998022,0.025321464,0.821936057,STM,932787,2014,8094878400,153,873.94,NoSentiment
8195,351,1,153,0,-668,3,0.746217771,0.022160665,0.841610738,STM,932787,2015,7393747200,250,878.537,NoSentiment
8008,212,1,250,0,-850,2.822418136,0.742384682,0.035900783,0.870754246,STM,932787,2016,5363198400,863,883.411,NoSentiment
9681,214,1,863,0,-680,2.524257426,0.770806658,0.146698372,0.862204318,STM,932787,2017,13093852800,1306,896.59,NoSentiment
10867,216,1,1306,0,-507,2.761320755,0.691625156,0.200342466,0.889297874,STM,932787,2018,20141587200,1030,898.305,NoSentiment
1376.127,0,0,26.881,0,-2.558,1.167756143,2.788593422,0.070426645,0.528148201,VRNT,1166388,2010,756885520,49.629,37.089,Negative
1502.868,0,0,49.629,0,-64.393,1.045227363,2.496367228,0.086062856,0.520769622,VRNT,1166388,2011,1419706160,63.902,38.982,Negative
1564.269,0,0,63.902,0,-35.568,1.2725527,2.036130337,0.104813885,0.536699251,VRNT,1166388,2012,1155080420,76.363,40.158,Uncertainty
1772.907,0,0,76.363,0,-61.156,1.679370131,1.800278937,0.084908343,0.51175386,VRNT,1166388,2013,1869552760,67.411,53.605,Uncertainty
2350.996,0,0,67.411,0,-91.322,1.486105531,1.339525307,0.030780085,0.479982101,VRNT,1166388,2014,2896942050,49.493,60.905,Uncertainty
2355.735,0,0,49.493,0,-64.178,1.704477544,1.205405724,0.016512446,0.479793355,VRNT,1166388,2015,3727191710,2.746,62.266,Uncertainty
2362.784,0,0,2.746,0,-116.657,1.453407122,1.327774275,-0.028944672,0.44951464,VRNT,1166388,2016,2060619740,14.961,62.419,Uncertainty
2580.62,0,0,14.961,0,-89.86,1.547329336,1.279023187,-0.005852503,0.439905527,VRNT,1166388,2017,2550872500,81.236,63.836,Negative
2867.027,0,0,81.236,0,-91.049,1.520571272,1.273967246,0.052340411,0.428927596,VRNT,1166388,2018,2838932200,61.687,65.333,Uncertainty
4820.604,0,0,367.305,0,-281.458,2.198706826,0.49273359,0.106492887,0.619055828,DOX,1062579,2010,5542350150,346.665,193.049,NoSentiment
4636.572,0,0,346.665,0,-134.123,1.957385538,0.533612432,0.114664402,0.685361513,DOX,1062579,2011,5642055450,385.101,174.692,NoSentiment
4645.223,21.12,1,385.101,0,-132.552,1.915494042,0.531458505,0.129028993,0.698976777,DOX,1062579,2012,4925792800,412.439,162.454,NoSentiment
4925.813,83.7,1,412.439,0,-106.848,2.124329769,0.504164703,0.125943918,0.67924909,DOX,1062579,2013,5970451480,422.122,160.062,NoSentiment
5185.277,94.418,1,422.122,0,-226.368,2.018721679,0.526951537,0.124305767,0.687260681,DOX,1062579,2014,7411966060,459.163,156.704,NoSentiment
5324.652,102.196,1,459.163,0,-277.888,1.744156045,0.562928953,0.130960872,0.684277207,DOX,1062579,2015,8440596620,409.331,151.15,NoSentiment
5331.355,112.3,1,409.331,0,-288.828,1.537610266,0.543726895,0.118524329,0.697426639,DOX,1062579,2016,8644435800,430.135,147.134,NoSentiment
5279.38,124.546,1,430.135,0,-161.898,1.746445275,0.477133912,0.122220885,0.732501733,DOX,1062579,2017,9440424840,457.145,144.391,NoSentiment
5347.815,137.602,1,457.145,0,-206.912,1.328783118,0.531429175,0.101486752,0.743263744,DOX,1062579,2018,9434391650,481.681,140.177,NoSentiment
43425,214,1,3215,0,-3588.5,0.987514188,0.781392296,0.124379538,0.280552677,APA,1841666,2010,28394592920,4604,382.392,NoSentiment
52051,231,1,4604,0,-3608,0.967761435,0.795295416,0.158107129,0.322952489,APA,1841666,2011,47313525330,2032,384.118,NoSentiment
60737,264,1,2032,0,-5371,0.896315029,0.938559254,0.063866458,0.279022672,APA,1841666,2012,34350312370,2249,391.641,NoSentiment
61637,317,1,2249,0,-6259,1.354468085,0.741502557,0.063063318,0.266106397,APA,1841666,2013,32849288480,-2462,395.773,NoSentiment
55952,380,1,-2462,1,-3363,1.750818777,0.988555994,-0.192024736,0.245728482,APA,1841666,2014,38809637100,-20312,376.505,NoSentiment
18842,378,1,-20312,1,-5544,2.038022814,3.456480605,-5.468070009,0.338764462,APA,1841666,2015,21731984850,-711,378.034,NoSentiment
22519,379,1,-711,1,-3495,1.758545849,1.9325433,-0.182966532,0.238332075,APA,1841666,2016,21072987780,1329,379.44,NoSentiment
21922,381,1,1329,0,-2601,1.452808112,1.493686725,0.148333523,0.262384819,APA,1841666,2017,18234345410,289,380.955,NoSentiment
21582,380,1,289,0,-2845,1.220808723,1.449160236,0.004539265,0.339681216,APA,1841666,2018,17865699500,-3428,374.696,NoSentiment
14.403,0,0,-18.552,1,-1.203,5.98962963,0.346074766,-1.733831776,0,PVCT,315545,2010,85811000,-19.435,91.298,Uncertainty
13.35,0,0,-19.435,1,0.409,29.30038023,0.332335329,-1.939620758,0,PVCT,315545,2011,104176680,-12.568,110.597,Negative
6.204,0,0,-12.568,1,-0.925,2.391389432,0.412246756,-2.860915092,0,PVCT,315545,2012,94103520,-27.698,118.428,Uncertainty
20.008,0,0,-27.698,1,-0.679,30.59649123,2.01825313,-4.178307437,0,PVCT,315545,2013,82158050,-14.421,159.752,Uncertainty
26.184,0,0,-14.421,1,0.696,22.52712264,0.039460103,-0.406629615,0,PVCT,315545,2014,148888360,-24.502,184.796,Negative
20.44,0,0,-24.502,1,-5.129,3.570215862,0.252681253,-1.501624073,0,PVCT,315545,2015,109874880,-24.427,204.979,Negative
5.611,0,0,-24.427,1,1.416,0.852474323,0.617469011,-7.041510522,0,PVCT,315545,2016,78746730,-13.69,364.773,Negative
3.436,0,0,-13.69,1,-2.352,0.23955989,-1.342948398,1.349236451,0,PVCT,315545,2017,11481005,-8.978,370.961,Negative
1.988,0,0,-8.978,1,-0.674,0.24792784,-1.114141356,0.468105874,0,PVCT,315545,2018,27029061,-7.598,384.615,Negative
3068.081,51.184,1,330.678,0,-17.179,3.702040491,1.079003433,0.219360242,0.77011135,ALB,915913,2010,3629335160,438.139,91.594,Negative
3203.824,60.45,1,438.139,0,-72.649,3.379098555,0.908370547,0.259871922,0.895493947,ALB,915913,2011,6345086400,423.121,88.841,Uncertainty
3437.291,71.347,1,423.121,0,-48.524,3.655272994,0.779128761,0.16124985,0.798716198,ALB,915913,2012,5319112680,446.532,88.899,Uncertainty
3584.797,79.833,1,446.532,0,-67.222,3.398351831,1.056946504,0.237076366,0.72986448,ALB,915913,2013,5471865050,276.652,80.053,Uncertainty
5223.103,86.364,1,276.652,0,-265.709,2.937881507,2.508652558,0.089555868,0.468217456,ALB,915913,2014,5687539000,588.052,78.031,Uncertainty
9615.014,130.15,1,588.052,0,49.616,1.132566332,1.82685363,0.09846374,0.379753477,ALB,915913,2015,6200520220,382.13,112.219,Negative
8161.207,137.151,1,382.13,0,-546.442,2.900280062,1.070004241,0.163261388,0.32804008,ALB,915913,2016,8906275070,222.396,112.524,Uncertainty
7750.772,141.618,1,222.396,0,22.965,2.063045569,1.030222417,0.014367304,0.396344519,ALB,915913,2017,11688766080,588.073,110.547,Negative
7581.674,144.601,1,588.073,0,-188.889,1.689035331,1.016881132,0.184501749,0.445145755,ALB,915913,2018,10448273790,638.008,105.616,Negative
170.191,0,0,8.181,0,128.42,2.82388796,0.432680652,0.060475453,1.155166842,MMYT,1495153,2011,896724500,8.181,37.16,NoSentiment
194.62,0,0,-26.921,1,-30.773,1.686418521,0.90815146,-0.270535522,1.175737334,MMYT,1495153,2012,610538800,-26.921,37.562,NoSentiment
269.837,0,0,-21.272,1,-10.894,1.387871723,0.662581639,-0.128983364,0.946404681,MMYT,1495153,2013,536580540,-21.272,41.638,NoSentiment
280.405,0,0,-17.902,1,-22.774,1.836020398,0.776356633,-0.115625831,1.068675666,MMYT,1495153,2014,1464148140,-17.902,41.965,NoSentiment
400.989,0,0,-88.28,1,1.323,2.272808601,4.16678478,-1.140563594,0.83806289,MMYT,1495153,2015,826304160,-88.28,41.706,NoSentiment
1544.784,0,0,-85.571,1,-27.851,1.958222348,0.09912897,-0.078385613,0.289759604,MMYT,1495153,2016,627418920,-85.571,91.678,NoSentiment
1765.456,0,0,-216.232,1,-30.611,2.703308463,0.132477876,-0.140103609,0.382482486,MMYT,1495153,2017,1768286300,-216.232,101.981,NoSentiment
1570.286,0,0,-157.787,1,-53.518,2.154005964,0.156860925,-0.123591392,0.309504765,MMYT,1495153,2018,2104580700,-157.787,102.942,NoSentiment
156.233,0,0,-48.928,1,-1.339,7.517519789,1.35891048,-0.923419547,0.620649927,PODD,1145197,2010,571072250,-40.631,45.441,Negative
221.322,0,0,-40.631,1,-8.051,4.737810323,1.67507101,-0.553949356,0.687934322,PODD,1145197,2011,1047066930,-51.867,47.504,Negative
198.059,0,0,-51.867,1,-2.929,2.276767593,3.48340728,-1.174099058,1.067202197,PODD,1145197,2012,1020930380,-32.149,48.359,Negative
287.955,0,0,-32.149,1,-21.858,4.677349318,1.311090957,-0.360955721,0.858064628,PODD,1145197,2013,1678361940,-10.897,54.87,Negative
302.156,0,0,-10.897,1,-4.87,4.700108362,2.604432834,-0.614345871,0.955532904,PODD,1145197,2014,2198313050,-61.42,56.299,Negative
275.126,0,0,-61.42,1,-23.473,2.927757996,7.079821444,-2.15911427,1.178460051,PODD,1145197,2015,1758429735,-24.859,56.955,Negative
456.647,0,0,-24.859,1,-6.323,6.64236853,6.23114806,-0.457307997,0.803660158,PODD,1145197,2016,1728518400,-26.222,57.458,Negative
816.744,0,0,-26.222,1,-18.726,6.244359198,4.152438871,-0.169263671,0.567825414,PODD,1145197,2017,2971721270,16.982,58.319,Negative
928.744,0,0,16.982,0,29.947,3.988396725,3.378823097,0.015521054,0.607081176,PODD,1145197,2018,5034360800,18.5,59.189,Negative
72.934,0,0,-20.187,1,1.413,1.585865724,1.952315415,-0.817155117,0,MNOV,1226616,2010,58819250,-17.155,12.439,Negative
30.787,0,0,-17.155,1,-0.692,4.248850419,0.310196612,-0.754702528,0,MNOV,1226616,2011,41113960,-10.961,16.088,Negative
19.568,0,0,-10.961,1,2.416,4.260115607,0.315053763,-0.736626344,0.041036386,MNOV,1226616,2012,26388070,-4.029,17.403,Negative
29.546,0,0,-4.029,1,7.811,31.19956616,0.162038858,-0.158459844,0.203174711,MNOV,1226616,2013,51721580,-9.195,22.495,Negative
27.273,0,0,-9.195,1,-8.393,7.611668758,0.239062287,-0.417745673,0,MNOV,1226616,2014,49016380,-8.945,24.436,Negative
37.906,0,0,-8.945,1,0.262,15.24211938,0.1573291,-0.270051598,0,MNOV,1226616,2015,98276000,-10.866,29.956,Negative
39.813,0,0,-10.866,1,-0.216,15.15582822,0.152930615,-0.314664659,0,MNOV,1226616,2016,243547900,-11.163,34.524,Negative
43.419,0,0,-11.163,1,-1.529,9.83269698,0.123621966,-0.288882563,0,MNOV,1226616,2017,181680400,-14.675,36.453,Negative
77.223,0,0,-14.675,1,0.772,28.63047445,0.05628659,-0.200730426,0,MNOV,1226616,2018,327386840,-12.942,42.081,Negative
301.631,0,0,28.703,0,-16.523,4.418314599,0.330323946,0.10674576,1.587532449,ZUMZ,1318008,2010,492547140,37.351,30.835,Uncertainty
362.157,0,0,37.351,0,-17.143,4.561375414,0.330105003,0.137180151,1.534897848,ZUMZ,1318008,2011,774144910,48.364,31.17,Uncertainty
409.098,0,0,48.364,0,-1.507,3.554502701,0.348285056,0.138962036,1.636265638,ZUMZ,1318008,2012,1240235930,41.948,30.114,Uncertainty
