at,dvc,DD,E,NegE,AC,current_ratio,debt_to_equity,roe,asset_turnover,tic,cik,fyear,mrk_eq,E_1,csho,sentiment
3263,0,0,-207,1,-136,2.790429043,0.586290715,-0.586290715,0.401164572,BB,1070235,2016,3509330000,-304,530.497,NoSentiment
3780,0,0,-304,1,-41,5.49137931,0.508982036,0.161676647,0.246560847,BB,1070235,2017,5304690000,107,536.734,NoSentiment
3929,0,0,107,0,-168,2.535031847,0.490515933,0.035280728,0.230083991,BB,1070235,2018,5183130800,-106,547.358,NoSentiment
2525.018,2.732,1,157.184,0,-120.877,2.462610265,0.514911422,0.06767736,0.458815343,COO,711404,2010,1853179460,218.217,45.827,Negative
2624.518,2.816,1,218.217,0,-86.276,2.022211328,0.354598325,0.090545077,0.507077871,COO,711404,2011,3718970920,249.185,47.846,Negative
2941.384,2.857,1,249.185,0,-23.595,2.505636979,0.329043837,0.112210244,0.491311573,COO,711404,2012,3839726160,303.754,48.44,Negative
3137.261,2.918,1,303.754,0,-142.641,2.326020302,0.294519813,0.122200014,0.50608636,COO,711404,2013,5792496800,331.553,47.995,Negative
4458.34,2.884,1,331.553,0,-102.536,1.790251525,0.722404228,0.1042543,0.385294975,COO,711404,2014,6497172670,329.942,48.143,Negative
4460.61,2.906,1,329.942,0,-106.015,1.479022159,0.668201252,0.07611455,0.40287315,COO,711404,2015,8647562300,367.782,48.268,Negative
4475.918,2.914,1,367.782,0,-187.616,1.741913115,0.657725918,0.101449426,0.439421366,COO,711404,2016,8312223360,416.4,48.785,Negative
4858.7,2.9,1,416.4,0,-220.211,2.406463014,0.529913723,0.117419233,0.440241217,COO,711404,2017,11697342940,268,48.8,Negative
6112.8,2.9,1,268,0,-255.5,2.033364399,0.847995647,0.042293972,0.414343672,COO,711404,2018,11561536800,507.3,49.2,Negative
480.855,14.741,1,6.377,0,-18.177,3.957569542,1.449080936,0.032479207,0.186503208,DHT,1331284,2010,187402600,-40.272,4.07683317,NoSentiment
504.557,19.704,1,-40.272,1,-28.071,1.455519892,1.443990739,-0.195070914,0.198437441,DHT,1331284,2011,239076260,-94.054,5.370916452,NoSentiment
399.759,9.04,1,-94.054,1,-11.009,5.536620155,1.208649867,-0.519643972,0.243131487,DHT,1331284,2012,40270678,-4.126,9.141,NoSentiment
446.599,1.186,1,-4.126,1,-22.874,25.18482759,0.568373292,-0.014489751,0.194832501,DHT,1331284,2013,41780480,12.887,29.041,NoSentiment
1378.095,6.012,1,12.887,0,-49.689,3.125953524,1.042072991,0.019096067,0.109418436,DHT,1331284,2014,499795200,105.302,92.51,NoSentiment
1423.805,49.194,1,105.302,0,-57.431,4.130803445,0.929554827,0.142706327,0.256435397,DHT,1331284,2015,721452270,9.26,92.91,NoSentiment
1403.737,66.365,1,9.26,0,-62.827,2.402166599,1.049218188,0.013518031,0.253615884,DHT,1331284,2016,469630980,8.502,93.434,NoSentiment
1730.497,23.328,1,8.502,0,-77.307,2.013068196,0.86900524,0.007130421,0.205173427,DHT,1331284,2017,392685450,-46.927,142.417,NoSentiment
1863.856,11.487,1,-46.927,1,-106.853,1.562850144,1.163079051,-0.054460651,0.201700668,DHT,1331284,2018,673357370,73.679,142.7,NoSentiment
528.419,0,0,17.317,0,-33.733,0.949070269,0.948311143,0.036195842,1.166216582,WNS,1356570,2010,517029600,12.533,44.444,NoSentiment
525.021,0,0,12.533,0,-53.008,1.202674826,0.847839171,0.044110556,0.903053402,WNS,1356570,2011,399996000,21.8,50.079,NoSentiment
534.893,0,0,21.8,0,-49.271,1.117449352,0.77943559,0.071188335,0.860476768,WNS,1356570,2012,487268670,41.647,50.588,NoSentiment
538.425,0,0,41.647,0,-26.632,1.373374305,0.656845247,0.128156445,0.933502345,WNS,1356570,2013,844313720,58.614,51.348,NoSentiment
530.301,0,0,58.614,0,-15.834,2.460716629,0.362870272,0.150637615,1.006773512,WNS,1356570,2014,984854640,62.38,51.951,NoSentiment
525.451,0,0,62.38,0,-43.345,3.120631756,0.287273787,0.146696751,1.069898049,WNS,1356570,2015,1389689250,61.771,51.306,NoSentiment
704.123,0,0,61.771,0,-23.653,2.440469468,0.696412137,0.090980712,0.855739693,WNS,1356570,2016,1385262000,86.436,50.013,NoSentiment
759.563,0,0,86.436,0,-55.312,2.394754306,0.534607117,0.174633705,0.99788431,WNS,1356570,2017,1718446680,105.433,50.434,NoSentiment
785.63,0,0,105.433,0,-26.952,2.070949617,0.422163249,0.19085694,1.029899571,WNS,1356570,2018,2631646120,120.854,50.052,NoSentiment
248.637,0,0,16.704,0,-18.176,2.110757492,0.48452408,0.098103722,1.361780427,MG,1436126,2010,285838080,21.991,27.667,Uncertainty
329.816,0,0,21.991,0,-9.305,2.077504314,0.706698129,0.110495322,1.324602202,MG,1436126,2011,440267400,19.443,28.026,Uncertainty
376.66,0,0,19.443,0,-25.076,1.933601972,0.79123074,0.055383298,1.405198322,MG,1436126,2012,734210640,19.861,28.211,Uncertainty
443.972,0,0,19.861,0,-8.454,2.017824429,0.831628107,0.092899106,1.404248466,MG,1436126,2013,495668100,13.43,28.456,Uncertainty
471.727,0,0,13.43,0,-34.299,1.833409963,0.925322025,0.06563352,1.507761905,MG,1436126,2014,697373320,29.521,28.703,NoSentiment
482.675,0,0,29.521,0,-33.963,1.940047689,0.746999508,0.089232974,1.489990159,MG,1436126,2015,544763960,19.823,28.94,Uncertainty
469.427,0,0,19.823,0,-22.802,2.350400844,0.733840824,0.045548562,1.253332254,MG,1436126,2016,690415880,16.917,28.797,Uncertainty
554.441,0,0,16.917,0,-37.835,2.161352175,1.047479246,-0.008031995,1.264282403,MG,1436126,2017,625881360,11.52,28.295,NoSentiment
694.037,0,0,11.52,0,-36.468,2.01840332,1.560323011,0.025218206,1.069617326,MG,1436126,2018,534945920,10.821,28.653,Negative
188.344,31.62,1,24.579,0,-28.212,1.787061267,0.635455832,0.075562464,0.784867052,ITRN,1337117,2010,316197440,22.182,20.968,NoSentiment
157.457,21.782,1,22.182,0,3.311,2.257627646,0.494580074,0.201970537,1.017211048,ITRN,1337117,2011,295439120,19.281,20.968,NoSentiment
147.339,35.878,1,19.281,0,-12.616,2.060056671,0.601389025,0.270414208,1.020218679,ITRN,1337117,2012,230018960,27.221,20.968,NoSentiment
160.542,17.118,1,27.221,0,-15.762,2.109627534,0.681332146,0.248855841,1.059953159,ITRN,1337117,2013,353730160,31.308,20.968,NoSentiment
152.337,20.193,1,31.308,0,-5.919,2.228839178,0.61061713,0.321717433,1.19555328,ITRN,1337117,2014,510570800,24.593,20.968,NoSentiment
142.003,16.299,1,24.593,0,-5.977,2.205454414,0.616959497,0.284339737,1.236790772,ITRN,1337117,2015,522732240,33.339,20.968,NoSentiment
178.019,18.161,1,33.339,0,-5.249,2.052897892,0.645718353,0.297112905,1.121082581,ITRN,1337117,2016,475763920,43.794,20.968,NoSentiment
215.159,23.446,1,43.794,0,-10.19,2.085290181,0.614956203,0.328712217,1.090523752,ITRN,1337117,2017,656298400,47.537,20.968,NoSentiment
373.792,15.366,1,47.537,0,-4.073,1.804397662,1.333283396,0.378745318,0.677743237,ITRN,1337117,2018,636378800,19.181,21.341,NoSentiment
4470.237,3.574,1,173.313,0,16.085,1.288099478,1.734553193,0.091696881,0.649931536,TGI,1021162,2010,1111788180,255.276,48.514,Negative
4554.757,6.899,1,255.276,0,153.02,1.970028376,1.539776811,0.156608595,0.748213132,TGI,1021162,2011,2441602020,339.696,49.532,Negative
5183.505,8.005,1,339.696,0,51.323,2.208426407,1.53452545,0.145390723,0.714323995,TGI,1021162,2012,2809448560,283.784,50.123,Negative
5553.283,8.344,1,283.784,0,6.638,2.784045273,1.431479598,0.090308248,0.677662925,TGI,1021162,2013,4093717150,319.233,52.159,Negative
6069.443,8.1,1,319.233,0,-161.719,2.278266141,1.841786904,0.111760833,0.640704921,TGI,1021162,2014,3641252640,473.316,49.273,Negative
4835.093,7.889,1,473.316,0,-693.075,1.53418513,4.171532199,-1.120879967,0.803722286,TGI,1021162,2015,3251591260,311.146,49.329,Negative
4414.6,7.927,1,311.146,0,-263.311,1.328765758,4.215287434,-0.050742315,0.800253477,TGI,1021162,2016,1757995500,159.915,49.573,Negative
3807.064,7.943,1,159.915,0,227.154,1.937575005,7.450114753,-0.944192891,0.840267198,TGI,1021162,2017,1567707600,-50.055,49.67,Negative
2854.574,7.971,1,-50.055,1,-878.787,1.272533388,-5.979084723,0.561241416,1.178785346,TGI,1021162,2018,974492400,128.317,49.887,Negative
412.767,44.541,1,131.26,0,-24.982,1.277553443,1.345213745,0.745778505,1.542594248,STRA,1013934,2010,2892581460,106.044,13.317,Negative
231.133,49.105,1,106.044,0,-20.324,1.226523632,4.465041496,2.507365285,2.71460155,STRA,1013934,2011,1547266380,68.33,11.792,Negative
227.792,47.328,1,68.33,0,-9.581,2.083836928,4.557529033,1.608519567,2.467070837,STRA,1013934,2012,1293413280,71.115,11.387,Negative
254.266,0,0,71.115,0,-44.686,2.819876877,5.536064984,0.422214796,1.980602991,STRA,1013934,2013,527901130,46.356,10.797,Negative
307.815,0,0,46.356,0,-28.377,3.490742877,2.319404305,0.499892162,1.449055439,STRA,1013934,2014,569365930,40.023,10.903,Negative
248.434,0,0,40.023,0,-26.471,2.410064073,0.739051912,0.280163241,1.748701869,STRA,1013934,2015,472979400,35.002,11.027,Negative
298.696,0,0,35.002,0,-21.49,2.682915824,0.585654071,0.184749488,1.476712109,STRA,1013934,2016,547996020,24.979,11.093,Negative
321.278,11.416,1,24.979,0,-25.69,2.756030464,0.535767721,0.098529138,1.415755203,STRA,1013934,2017,1040335200,49.983,11.167,Negative
1661.029,27.842,1,49.983,0,-74.124,3.359367383,0.165451185,-0.010995465,0.381802485,STRA,1013934,2018,1277126010,103.061,21.743,Negative
180663,4437,1,15355,0,-6595,0.88730251,1.521289512,0.228720955,2.324858992,WMT,104169,2010,1.78323E+11,15832,3516,Negative
193406,5048,1,15832,0,-6686,0.882423756,1.539302829,0.206118296,2.300590468,WMT,104169,2011,1.84532E+11,17156,3418,Negative
203105,5361,1,17156,0,-6867,0.834609708,1.469151562,0.206657184,2.300440659,WMT,104169,2012,2.359E+11,16351,3314,Negative
204751,6139,1,16351,0,-6534,0.882327493,1.471942533,0.193432331,2.31627196,WMT,104169,2013,2.4408E+11,16604,3233,Negative
203706,6185,1,16604,0,-10199,0.969450913,1.370410882,0.190406926,2.373621788,WMT,104169,2014,2.41996E+11,14820,3228,Negative
199581,6294,1,14820,0,-12595,0.932218078,1.387018455,0.175742426,2.404848157,WMT,104169,2015,2.28434E+11,13577,3162,Negative
198825,6216,1,13577,0,-14785,0.861956132,1.468802384,0.169404607,2.425016975,WMT,104169,2016,2.27578E+11,14385,3048,Negative
204522,6124,1,14385,0,-14570,0.759847684,1.530523867,0.122021232,2.429005193,WMT,104169,2017,2.28137E+11,11710,2952,Negative
219295,6102,1,11710,0,-10416,0.798908063,1.753786071,0.083758194,2.333518776,WMT,104169,2018,2.5274E+11,16003,2878,Negative
277.256,0,0,-170.56,1,-7.43,4.078195655,-2.494383718,0.919302331,0.00033543,MNKD,899460,2010,724977450,-146.948,25.5586,Negative
199.553,0,0,-146.948,1,-22.724,0.2295347,-1.636224223,0.512682846,0.00025056,MNKD,899460,2011,496603000,-162.941,26.3046,Negative
251.314,0,0,-162.941,1,-15.627,0.461474702,-3.270656583,1.530245123,0.000139268,MNKD,899460,2012,384312380,-191.49,57.207,Negative
258.646,0,0,-191.49,1,-6.147,0.596859007,-9.421385081,6.234819132,0,MNKD,899460,2013,1892187410,-199.882,73.8784,Negative
394.439,0,0,-199.882,1,-140.482,0.498702129,-6.346875424,2.68919615,0,MNKD,899460,2014,4259220400,-361.496,81.2118,Negative
126.412,0,0,-361.496,1,-36.466,0.285682341,-1.360837955,1.051711391,0,MNKD,899460,2015,2330493130,55.14,85.7342,Negative
107.063,0,0,55.14,0,207.288,0.841794223,-1.583154042,-0.684470541,1.632291268,MNKD,899460,2016,554111120,-115.722,95.6808,Negative
84.575,0,0,-115.722,1,-61.722,0.653173054,-1.393863048,0.546415998,0.138870825,MNKD,899460,2017,142418460,-83.11,119.053,Negative
107.705,0,0,-83.11,1,-29.482,1.087890911,-1.615168892,0.496767229,0.258660229,MNKD,899460,2018,266047500,-52.682,187.03,Negative
8.57,1.504,1,2.307,0,0.24,2.886198547,0.406762968,0.378693368,2.66966161,AMNF,814339,2010,15258320,2.392,34.973,NoSentiment
9.227,1.462,1,2.392,0,0.492,2.371576385,0.76694753,0.458062045,2.691557386,AMNF,814339,2011,31210200,2.889,32.647,NoSentiment
9.386,1.93,1,2.889,0,0.381,3.232755143,0.652755767,0.508716323,2.978904752,AMNF,814339,2012,27742400,3.328,32.016,NoSentiment
10.925,1.795,1,3.328,0,-0.198,3.298895618,0.506065619,0.458781362,2.64228833,AMNF,814339,2013,45633240,3.846,32.066,NoSentiment
12.605,2.18,1,3.846,0,0.092,3.410493827,0.41232493,0.431036415,2.495993653,AMNF,814339,2014,59963420,4.031,32.066,NoSentiment
14.224,2.373,1,4.031,0,0.062,3.573925926,0.343534523,0.380749976,2.438554556,AMNF,814339,2015,71186520,4.201,32.066,NoSentiment
15.151,2.533,1,4.201,0,0.91,4.763609792,0.233694325,0.344108786,2.3558841,AMNF,814339,2016,72469160,5.093,32.066,NoSentiment
22.287,2.565,1,5.093,0,1.906,4.47503983,0.505674909,0.343669774,1.74958496,AMNF,814339,2017,69903880,6.266,32.066,NoSentiment
25.302,2.886,1,6.266,0,-0.289,4.859255482,0.391596084,0.344626554,1.653545174,AMNF,814339,2018,84333580,6.485,32.066,NoSentiment
4583.074,0,0,733.54,0,0.316,3.780096398,0.278605726,0.204646149,1.002032479,CTSH,1058290,2010,14988915140,883.618,607.882,Uncertainty
5507.933,0,0,883.618,0,-22.307,3.377274625,0.393395357,0.223537436,1.111334506,CTSH,1058290,2011,22313695000,1051.263,606.212,Uncertainty
6521.571,0,0,1051.263,0,-17.526,3.495381644,0.343439733,0.21655955,1.126488081,CTSH,1058290,2012,18269400000,1228.578,603.36,Uncertainty
8208.914,0,0,1228.578,0,-124.764,3.464555809,0.337873797,0.200231396,1.077266615,CTSH,1058290,2013,18893226240,1439.267,607.728,Uncertainty
11718.916,0,0,1439.267,0,257.448,2.604186808,0.514029191,0.185946572,0.875736374,CTSH,1058290,2014,29759485140,1623.6,609.398,Negative
13065.4,0,0,1623.6,0,-763.725,2.914323617,0.408197799,0.174992725,0.950296202,CTSH,1058290,2015,37296544620,1583,609,Uncertainty
14262,0,0,1583,0,75.2,3.556658395,0.329418345,0.144761372,0.945659795,CTSH,1058290,2016,34679998800,1612,608,Negative
15221,268,1,1612,0,-73,3.209228602,0.426656669,0.140969163,0.972997832,CTSH,1058290,2017,39109400800,2220,588,Negative
15913,471,1,2220,0,-339,3.124594887,0.392944678,0.183911064,1.013322441,CTSH,1058290,2018,46280162010,2258,577,Negative
894.1,0,0,46.84,0,-10,1.647921355,1.184632075,0.103968549,4.015198524,GIC,945114,2010,552586760,48.81,36.755,Uncertainty
889.662,0,0,48.81,0,31.095,1.861952993,0.958348375,0.119764381,4.138694246,GIC,945114,2011,550822860,36.1,36.399,Uncertainty
962.3,9.1,1,36.1,0,-60.002,1.733930024,1.156172978,-0.018597356,3.683466694,GIC,945114,2012,431087220,-28.9,36.555,Uncertainty
942.4,0,0,-28.9,1,-69.2,1.67724246,1.320039389,-0.107828656,3.557194397,GIC,945114,2013,345196440,-12.7,36.729,Uncertainty
894.9,0,0,-12.7,1,-35.1,1.604962202,1.488598443,-0.104282536,3.847133758,GIC,945114,2014,528111870,-20,36.808,Negative
710.1,0,0,-20,1,-161.9,1.502698897,1.796770382,-0.393068137,2.61188565,GIC,945114,2015,318107520,-3,36.873,Negative
566.1,3.7,1,-3,1,28.4,1.572923077,1.640391791,-0.152052239,2.967850203,GIC,945114,2016,314569340,76.4,36.924,Negative
551.4,68.7,1,76.4,0,-40,1.564597847,1.603399433,0.190745987,2.294885745,GIC,945114,2017,694754000,48.2,37.094,Negative
530,297.1,1,48.2,0,-183.5,1.31032666,2.848946986,1.631808279,1.692264151,GIC,945114,2018,1276183420,49.2,37.335,Negative
4265.37,23.337,1,286.081,0,-94.502,2.806093587,0.519295877,0.055677275,0.439624698,HP,46765,2010,3861296120,434.668,105.819,NoSentiment
5003.891,27.893,1,434.668,0,-368.368,2.294807897,0.530219902,0.132776685,0.508383176,HP,46765,2011,7072856400,573.609,107.086,Litigious
5721.085,29.96,1,573.609,0,-248.642,2.348668814,0.491809122,0.151511161,0.550909836,HP,46765,2012,4670447680,721.453,105.698,Litigious
6264.827,139.271,1,721.453,0,-436.549,2.781972393,0.409813654,0.165770535,0.540735442,HP,46765,2013,6645554300,708.766,106.717,Negative
6721.861,285.585,1,708.766,0,-541.63,2.516848398,0.374339115,0.14490336,0.553374579,HP,46765,2014,12556483730,422.272,108.232,Negative
7152.012,298.07,1,422.272,0,-704.935,4.097073696,0.46035367,0.086213198,0.442594476,HP,46765,2015,7580994680,-34.19,107.768,Negative
6832.019,301.711,1,-34.19,1,-666.651,4.763982794,0.497945921,-0.012459753,0.237738215,HP,46765,2016,7252658070,-124.663,108.078,Negative
6439.988,305.909,1,-124.663,1,-550.246,3.586878058,0.546367458,-0.030786216,0.280239808,HP,46765,2017,5899530780,506.748,108.604,Negative
6214.867,310.024,1,506.748,0,-504.279,2.957700547,0.418033945,0.110130318,0.401322828,HP,46765,2018,6942316320,-23.97,108.994,Negative
8.156,0,0,-8.42,1,-0.269,6.018487395,0.204548811,-1.243538621,0,ABIO,907654,2010,29961050,-7.364,0.011688882,Negative
6.502,0,0,-7.364,1,-0.034,8.23872679,0.134333566,-0.935799023,0,ABIO,907654,2011,16929150,-4.32,0.016118353,Negative
3.212,0,0,-4.32,1,0.262,9.983606557,0.104919161,-1.486068111,0,ABIO,907654,2012,5847840,-6.939,0.021118045,Uncertainty
17.084,0,0,-6.939,1,-1.179,11.26830892,0.096463642,-0.445350106,0,ABIO,907654,2013,4109940,-9.689,0.124492452,Uncertainty
16.132,0,0,-9.689,1,0.067,11.15850144,0.094362662,-0.65728241,0,ABIO,907654,2014,30676060,-11.445,0.167857666,Uncertainty
39.574,0,0,-11.445,1,-0.155,25.875,0.039506173,-0.300630418,0,ABIO,907654,2015,24377700,-16.444,0.502834811,Uncertainty
24.629,0,0,-16.444,1,-0.748,8.95033389,0.109714337,-0.74092097,0,ABIO,907654,2016,26291400,-18.49,0.504557039,Uncertainty
12.365,0,0,-18.49,1,0.564,5.941545894,0.203406326,-1.799513382,0,ABIO,907654,2017,22180800,-7.933,0.65416859,Uncertainty
6.825,0,0,-7.933,1,0.877,8.546027743,0.131465517,-1.31515252,0,ABIO,907654,2018,7741744,-5.482,0.773557829,Negative
1803.081,1.914,1,123.099,0,-10.123,2.301988667,0.995912051,0.13626386,0.835798281,WAB,943452,2010,1913842420,189.849,95.908,Negative
2158.953,3.849,1,189.849,0,-72.705,1.950150078,1.060769689,0.162411086,0.911384824,WAB,943452,2011,3172961600,251.732,95.892,Negative
2351.542,7.666,1,251.732,0,51.17,1.976168908,0.834251808,0.196356211,1.016831509,WAB,943452,2012,3757741700,290.235,95.408,NoSentiment
2821.997,12.644,1,290.235,0,92.959,2.300736969,0.778008867,0.184123662,0.909424071,WAB,943452,2013,5139859140,351.68,95.91,Uncertainty
3303.841,19.246,1,351.68,0,-55.564,2.216918741,0.827044547,0.194481219,0.921489261,WAB,943452,2014,7965722910,398.628,96.274,Uncertainty
3300.335,26.963,1,398.628,0,-19.767,2.425550862,0.939845616,0.234302511,1.002321886,WAB,943452,2015,9104997600,364.087,91.836,Uncertainty
6581.018,32.43,1,364.087,0,-181.198,1.98227132,1.210750716,0.102420196,0.445400392,WAB,943452,2016,6328144380,346.061,95.425,Uncertainty
6579.98,42.218,1,346.061,0,-5.21,1.439693516,1.326287983,0.092719828,0.589934316,WAB,943452,2017,8780431500,397.344,96.034,Uncertainty
8649.234,46.277,1,397.344,0,-87.039,2.702188633,2.014642001,0.102801077,0.504500977,WAB,943452,2018,9492366780,833.1,96.615,Uncertainty
4621.2,0,0,121.3,0,1867.1,2.605197579,2.129198267,0.012459372,0.514022332,IR,1699150,2017,4233982470,121.3,196.218,NoSentiment
4487.1,0,0,289.1,0,-198.5,2.232059021,1.677267303,0.160739857,0.599451762,IR,1699150,2018,5822276560,289.1,198.17,Negative
101.642,0,0,8.69,0,5.257,2.176866988,0.7106552,0.146254439,1.96395191,KTCC,719733,2010,52699950,5.736,10.264,Uncertainty
116.539,0,0,5.736,0,10.925,2.722867358,0.713229349,0.08432442,2.178206437,KTCC,719733,2011,47223360,11.626,10.399,Uncertainty
150.912,0,0,11.626,0,16.326,2.431554437,0.9198046,0.147898433,2.295874417,KTCC,719733,2012,86248080,12.083,10.481,Uncertainty
135.13,0,0,12.083,0,-15.115,2.945888245,0.43511045,0.13363424,2.671745726,KTCC,719733,2013,108561150,7.613,10.502,Uncertainty
156.66,0,0,7.613,0,5.686,2.361952959,0.51150562,0.073452651,1.949406358,KTCC,719733,2014,110459200,5.079,10.547,Uncertainty
230.794,0,0,5.079,0,23.937,2.132839415,1.290350111,0.042711972,1.880451832,KTCC,719733,2015,114700240,6.533,10.706,Uncertainty
235.924,0,0,6.533,0,-7.777,2.157401022,1.23450967,0.061876077,2.055598413,KTCC,719733,2016,80653830,5.617,10.725,Uncertainty
232.84,0,0,5.617,0,-2.655,2.291782954,0.997477845,0.04818688,2.00909208,KTCC,719733,2017,76287324,3.21,10.76,Uncertainty
246.528,0,0,3.21,0,-12.577,1.966576689,1.087787197,-0.011221111,1.810431269,KTCC,719733,2018,81560800,4.466,10.76,Uncertainty
2077.772,0,0,8.161,0,-81.985,0.826732914,2.466870897,0.000640724,0.117455139,GLNG,1207179,2010,666984990,54.15,67.658,NoSentiment
2232.634,86.156,1,54.15,0,-120.296,0.413703443,1.953922892,0.061721045,0.134302353,GLNG,1207179,2011,2784291780,113.374,80.236,NoSentiment
2414.399,154.769,1,113.374,0,22.042,5.053182325,0.368459445,0.550525727,0.16995741,GLNG,1207179,2012,3027272300,70.094,80.503,NoSentiment
2665.221,108.976,1,70.094,0,-5.746,2.006050301,0.477283044,0.075223223,0.037455806,GLNG,1207179,2013,2567240670,-80.517,80.579,NoSentiment
3991.993,155.996,1,-80.517,1,201.069,2.009353783,0.748951044,-0.018891946,0.02659198,GLNG,1207179,2014,5506662500,-249.785,93.415,NoSentiment
4269.198,161.824,1,-249.785,1,-455.86,0.66882642,1.227974526,-0.08931629,0.02404995,GLNG,1207179,2015,4371822000,-170.421,93.247,NoSentiment
4256.911,18.693,1,-170.421,1,-147.269,0.715586612,1.228952271,-0.097669107,0.018853342,GLNG,1207179,2016,1441500000,-153.011,100.581,NoSentiment
4764.287,19.689,1,-153.011,1,-44.316,0.290061595,1.65227211,-0.100040416,0.030127698,GLNG,1207179,2017,2247250000,-120.039,100.618,NoSentiment
4806.595,37.076,1,-120.039,1,-53.126,0.649847321,1.632609647,-0.126754924,0.089586079,GLNG,1207179,2018,2978406000,-214.368,100.802,NoSentiment
331.202,0,0,-83.862,1,-4.918,7.898187447,-15.77261374,3.740499554,0.073136636,INVA,1080014,2010,801488340,-115.344,80.352,Negative
258.782,0,0,-115.344,1,-12.251,5.37987955,-3.972728944,1.325001149,0.094720653,INVA,1080014,2011,1658953740,-18.542,85.543,Negative
368.582,0,0,-18.542,1,20.957,8.714309551,1.3775189,-0.119604201,0.368325095,INVA,1080014,2012,1922963240,-178.901,98.379,Negative
681.255,0,0,-178.901,1,-51.709,5.724823468,1.277515529,-0.570673504,0.006984169,INVA,1080014,2013,3831962620,-73.53,111.516,Negative
521.654,57.852,1,-73.53,1,63.15,18.33250945,-3.335600338,0.754263507,0.016165888,INVA,1080014,2014,3354240520,-18.76,116.295,Negative
424.072,87.906,1,-18.76,1,15.513,15.88651694,-2.237642458,0.054750544,0.127216605,INVA,1080014,2015,2111895110,57.194,114.783,Negative
378.996,0,0,57.194,0,21.634,9.878098658,-2.073670434,-0.168661524,0.352428522,INVA,1080014,2016,1190627100,149.51,108.435,Negative
367.337,0,0,149.51,0,26.077,5.767342122,-2.513499817,-0.552695225,0.591328943,INVA,1080014,2017,1399744000,409.205,101.896,Negative
548.193,0,0,409.205,0,16.834,34.91982456,2.446627518,2.483816613,0.476116988,INVA,1080014,2018,1400286000,160.588,101.098,Negative
8.318,0,0,-2.257,1,-1.551,0.30854606,3.910271547,-1.73081464,2.508175042,GTIM,825324,2010,3587080,-1.035,1.2995367,Uncertainty
6.999,0,0,-1.035,1,-0.432,0.710213777,1.777380952,-0.401984127,2.943706244,GTIM,825324,2011,4470640,-0.777,2.726,Uncertainty
7.061,0,0,-0.777,1,2.163,1.281727575,1.16595092,-0.238343558,2.79082283,GTIM,825324,2012,5315700,-0.687,2.726,Uncertainty
9.875,0,0,-0.687,1,-3.802,3.675152186,0.348859445,-0.093839639,2.318177215,GTIM,825324,2013,8205532.6,-0.69,4.926,Negative
16.881,0,0,-0.69,1,-1.401,4.074901961,0.267247204,-0.051797913,1.660861323,GTIM,825324,2014,25812400,-0.143,8.257,Negative
48.228,0,0,-0.143,1,-2.984,2.029209149,0.260632041,-0.020675955,0.913514971,GTIM,825324,2015,107887260,-1.264,12.26,Negative
46.877,0,0,-1.264,1,-2.14,1.521475986,0.240197894,-0.034948939,1.374640015,GTIM,825324,2016,42808340,-2.255,12.283,Negative
55.153,0,0,-2.255,1,-4.427,0.877096588,0.479267246,-0.060481708,1.433829529,GTIM,825324,2017,43657900,-1.034,12.427,Negative
60.95,0,0,-1.034,1,-3.949,0.765566887,0.637516456,-0.027780017,1.628219852,GTIM,825324,2018,46755000,-4.406,12.481,Negative
659.845,13.527,1,27.44,0,-47.897,1.408584058,1.744836623,0.093346367,2.606296933,NSP,1000753,2010,632025600,58.97,52.164,Negative
712.259,15.742,1,58.97,0,-26.667,1.319418716,1.904725395,0.124262358,2.774579191,NSP,1000753,2011,785168370,44.593,51.396,Negative
750.2,42.728,1,44.593,0,-40.717,1.265527505,2.114090617,0.167709263,2.877664623,NSP,1000753,2012,703786900,38.053,51.324,Negative
766.56,17.386,1,38.053,0,-7.62,1.294558803,2.026627499,0.126472725,2.943164266,NSP,1000753,2013,773771100,31.691,51.166,Negative
796.67,69.493,1,31.691,0,-98.032,1.147160546,2.9034082,0.13720994,2.959554144,NSP,1000753,2014,842655000,51.416,50.666,Negative
784.912,21.153,1,51.416,0,-6.05,1.111412291,3.551401815,0.228407411,3.317077583,NSP,1000753,2015,1298153600,66.314,48.53,Negative
907.174,20.599,1,66.314,0,-48.279,1.065502082,13.98841801,1.090309789,3.242318453,NSP,1000753,2016,1651640780,88.702,42.05,Negative
1063.695,65.768,1,88.702,0,-71.927,1.072202852,15.03858506,1.272628579,3.10260272,NSP,1000753,2017,1495899000,144.719,41.48,Negative
1191.816,33.408,1,144.719,0,-13.516,1.121973452,14.34342654,1.743305526,3.212365835,NSP,1000753,2018,4001071500,151.099,40.934,Negative
60097.233,613.211,1,3698.288,0,2891.091,1.585839994,0.826433786,0.112395826,0.892442818,PKX,889132,2010,8223477840,3161.929,308.132,NoSentiment
67681.349,665.393,1,3161.929,0,2589.89,1.711619386,0.925091895,0.089568946,0.879221349,PKX,889132,2011,9470251940,2322.44,308.977,NoSentiment
74551.229,690.175,1,2322.44,0,-3195.211,1.596263675,0.868181413,0.05802769,0.802415544,PKX,889132,2012,7013322280,1402.352,308.978,NoSentiment
80033.55,585.602,1,1402.352,0,-3394.425,1.564446513,0.843117983,0.030037875,0.732512603,PKX,889132,2013,5674129960,590.347,319.134,NoSentiment
